percentile,word,translation
34,oubliez,[bury;forget;lay aside;leave;leave out;miss;miss out;neglect;omit;overlook;slip]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0, , 
2,que,[how;than;that;what;whether;which;whom]
0, , 
3,je,[i]
0, , 
5,me,[me;myself]
0, , 
47,trouvais,[call;come up with;discover;find;found;get;get it;hit;locate;puzzle out;strike on;work]
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
26,mille,[mile;thousand]
0, , 
52,milles,[miles]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
7,toute,[all]
0, , 
13,région,[area;belt;clime;country;county;district;girdle;part;region]
0, , 
70,habitée,[dwell;inhabit;inhabited;live in;lodge;occupy;shack;stay;tenant]
0,.,.
0, , 
12,Or,[gold]
0, , 
5,mon,[my]
0, , 
8,petit,[child;diminutive;little;petty;quiet;remote;short;small;toy;whelp]
0, , 
46,bonhomme,[body;chap;fellow;hubby;old man]
0, , 
4,ne,[born;not]
0, , 
5,me,[me;myself]
0, , 
31,semblait,[appear;seem;seemed;sound]
0, , 
10,ni,[neither;nor;or]
0, , 
74,égaré,[astray;distraught;haggard;haunted;lost;missing;stray;wild-eyed]
0,",",","
0, , 
10,ni,[neither;nor;or]
0, , 
9,mort,[casualty;dead;dead man;demise;died;doom;dummy;dying;exit;extinct;fate;gone;passing;quietus]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
38,fatigue,[exertion;exhaustion;failure;fatigue;letdown;overstrain;strain;tiredness;weariness]
0,",",","
0, , 
10,ni,[neither;nor;or]
0, , 
9,mort,[casualty;dead;dead man;demise;died;doom;dummy;dying;exit;extinct;fate;gone;passing;quietus]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
26,faim,[hunger;starvation]
0,",",","
0, , 
10,ni,[neither;nor;or]
0, , 
9,mort,[casualty;dead;dead man;demise;died;doom;dummy;dying;exit;extinct;fate;gone;passing;quietus]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
44,soif,[thirst;thirstiness;thirsty]
0,",",","
0, , 
10,ni,[neither;nor;or]
0, , 
9,mort,[casualty;dead;dead man;demise;died;doom;dummy;dying;exit;extinct;fate;gone;passing;quietus]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
13,peur,[fear]
0,.,.
0, , 
3,Il,[he;it]
0, , 
4,n',[born;not]
6,avait,[get;had;have;hold;own;possess;stock]
0, , 
2,en,[at;during;in;into;of;thereof;to]
0, , 
7,rien,[anything;naught;nil;nix;nothing;nothingness;zilch]
0, , 
1,l',[him;it;the]
35,apparence,[air;appearance;face;guise;likeness;semblance;showing;veneer]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
2,un,[a;an;one]
0, , 
13,enfant,[babe;baby;bairn;brat;child;infant;juvenile;kid;little boy;little girl;young;youngster]
0, , 
15,perdu,[gone;lonely;lost;missing;random;stray;waste;wasted]
0, , 
3,au,[at]
0, , 
14,milieu,[ambience;bosom;depth;environment;mean;medium;mid;middle;midst;milieu;underworld]
0, , 
3,du,[due;of;owing]
0, , 
35,désert,[desert;emptiness;sands;wastes;wilderness]
0,",",","
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
26,mille,[mile;thousand]
0, , 
52,milles,[miles]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
7,toute,[all]
0, , 
13,région,[area;belt;clime;country;county;district;girdle;part;region]
0, , 
70,habitée,[dwell;inhabit;inhabited;live in;lodge;occupy;shack;stay;tenant]
0,.,.
0, , 
6,Quand,[when;whenever;wherever]
0, , 
3,je,[i]
0, , 
59,réussis,[effective;felicitous;infallible;succeeded;successful]
0, , 
10,enfin,[after all;at last;finally;however;howsoever;that is to say]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
10,parler,[converse;parlance;say;speak;talk;tell;tongue;voice]
0,",",","
0, , 
3,je,[i]
0, , 
6,lui,[he;her;him;it]
0, , 
10,dis,[say;un-]
0,:,:
0,"
","
"
0,"
","
"
0,  ,  
4,Mais,[although;but;only;probably;yet]
0, , 
2,qu',[how;than;that;what;whether;which;whom]
2,est,[east;eastern;is]
0, , 
3,ce,[it;that;this]
0, , 
2,que,[how;than;that;what;whether;which;whom]
0, , 
4,tu,[thou;you]
0, , 
9,fais,[build;cook;do;do ;draw up;go in for;handle;make;make up;perform;play;prepare;proffer;take;transact;work]
0, , 
6,là,[there;thither]
0,?,?
0,"
","
"
0,"
","
"
1,Et,[and]
0, , 
3,il,[he;it]
0, , 
5,me,[me;myself]
0, , 
100,répéta,[repeat]
0, , 
6,alors,[here;so;then;yet]
0,",",","
0, , 
5,tout,[all;all up;any;anything;entire;every;in all;most important;very;whole]
0, , 
35,doucement,[gently;mildly;quietly;slowly;smoothly;softly;with care]
0,",",","
0, , 
5,comme,[as;as though;like;like that;like this;per;since;such as]
0, , 
2,une,[a;an;one]
0, , 
8,chose,[object;stuff;thing]
0, , 
6,très,[greatly;highly;much;very]
0, , 
33,sérieuse,[bad;businesslike;dead earnest;dependable;earnest;grave;grievous;reliable;responsible;serious;sober;solemn;solid;steady;straight;studious;thoughtful;trustworthy;up-market]
0,:,:
0,"
","
"
0,"
","
"
0,  ,  
4,S',[herself;himself;se;themselves;as;b;if;si;so;such;that;whether]
3,il,[he;it]
0, , 
4,vous,[ye;you;you-all]
0, , 
27,plaît,[jail;like;please]
0,...,...
50,dessine,[define;design;draft;draught;draw;exhibit;lay out;limn;line;pencil;protract;sketch;style;trace over]
0, , 
6,moi,[ego;i;me;us]
0, , 
2,un,[a;an;one]
0, , 
49,mouton,[beetle;fly;mutton;ram;sheep;stool pigeon;tup]
0,...,...
0,"
","
"
0,"
","
"
6,Quand,[when;whenever;wherever]
0, , 
1,le,[him;it;the]
0, , 
34,mystère,[dark horse;mystery;puzzle;riddle]
0, , 
2,est,[east;eastern;is]
0, , 
7,trop,[overly;overmuch;too;too much;unduly]
0, , 
39,impressionnant,[impressive]
0,",",","
0, , 
4,on,[they;we;you]
0, , 
4,n',[born;not]
36,ose,[bold;dare;racy;risque]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0, , 
92,désobéir,[disobey]
0,.,.
0, , 
6,Aussi,[also;and;as;as well;likewise;so;such;that;then;too]
0, , 
43,absurde,[absurd;incongruous;inept;nonsensical;preposterous;senseless;tomfoolery;wanton]
0, , 
2,que,[how;than;that;what;whether;which;whom]
0, , 
8,cela,[it;that]
0, , 
5,me,[me;myself]
0, , 
100,semblât,[sendate]
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
26,mille,[mile;thousand]
0, , 
52,milles,[miles]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
6,tous,[all;every;everything]
0, , 
1,les,[the;them]
0, , 
29,endroits,[locality;locations;locus;place;point;scene;spot;tinder-box]
0, , 
80,habités,[dwell;inhabit;inhabitants;live in;lodge;occupy;shack;stay;tenant]
0, , 
1,et,[and]
0, , 
2,en,[at;during;in;into;of;thereof;to]
0, , 
22,danger,[hazard]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
9,mort,[casualty;dead;dead man;demise;died;doom;dummy;dying;exit;extinct;fate;gone;passing;quietus]
0,",",","
0, , 
3,je,[i]
0, , 
41,sortis,[break out;come out;come through;direct;draw out;egress;exit;get;go out;ooze out;out;output;party;poke;poke out;pop out;pull;read out;ride out;step out;take out]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
6,ma,[my]
0, , 
30,poche,[bag;crop;poached;pocket;pouch;sac]
0, , 
2,une,[a;an;one]
0, , 
32,feuille,[frond;leaf;newspaper;paper;ply;sheet;slip]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
22,papier,[paper;wrapper]
0, , 
1,et,[and]
0, , 
2,un,[a;an;one]
0, , 
100,stylographe,[stylographer]
0,.,.
0, , 
4,Mais,[although;but;only;probably;yet]
0, , 
3,je,[i]
0, , 
5,me,[me;myself]
0, , 
100,rappelai,[recalled]
0, , 
6,alors,[here;so;then;yet]
0, , 
2,que,[how;than;that;what;whether;which;whom]
0, , 
3,j',[i]
10,avais,[get;had;have;hold;own;possess;stock]
0, , 
10,surtout,[above all;chiefly;mainly;mostly;predominately;predominatingly]
0, , 
37,étudié,[studied]
0, , 
1,la,[a;her;it;la;lah;the;there]
0, , 
42,géographie,[geography]
0,",",","
0, , 
1,l',[him;it;the]
9,histoire,[business;chronicle;chronicles;era;history;narrative;storey;story;tale;to-do]
0,",",","
0, , 
1,le,[him;it;the]
0, , 
30,calcul,[arithmetic;calculation;calculus;computation;compute;counting;reckoning;stone;sum]
0, , 
1,et,[and]
0, , 
1,la,[a;her;it;la;lah;the;there]
0, , 
48,grammaire,[grammar]
0, , 
1,et,[and]
0, , 
3,je,[i]
0, , 
10,dis,[say;un-]
0, , 
3,au,[at]
0, , 
8,petit,[child;diminutive;little;petty;quiet;remote;short;small;toy;whelp]
0, , 
46,bonhomme,[body;chap;fellow;hubby;old man]
0, , 
0,(,(
4,avec,[along;along with;to;together with;with]
0, , 
2,un,[a;an;one]
0, , 
6,peu,[bit;few;little;no;not much;not very;sparsely]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
19,mauvaise,[bad;black;coarse;common;evil;failing;faulty;fiendish;flimsy;ill;leaden;nasty;paltry;perverse;poor;shabby;unpleasant;villainous;wicked]
0, , 
33,humeur,[creep;frame;frame of mind;framing;good;grain;heart;humor;humour;kidney;mettle;mind;mood;spirit;sport;temper;temperament;vein]
0,),)
0, , 
2,que,[how;than;that;what;whether;which;whom]
0, , 
3,je,[i]
0, , 
4,ne,[born;not]
0, , 
25,savais,[be aware;figure out;ken;knew;know;realize;see;sort out]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0, , 
48,dessiner,[define;design;draft;draught;draw;exhibit;lay out;limn;line;pencil;protract;sketch;style;trace over]
0,.,.
0, , 
3,Il,[he;it]
0, , 
5,me,[me;myself]
0, , 
60,répondit,[answer;answer back;field;rejoin;replied;reply;respond;speak;write back]
0,:,:
0,"
","
"
0,"
","
"
0,  ,  
4,Ça,[id;it;that]
0, , 
4,ne,[born;not]
0, , 
5,fait,[do;event;fact;occurrence;phenomenon;ripe]
0, , 
7,rien,[anything;naught;nil;nix;nothing;nothingness;zilch]
0,.,.
0, , 
50,Dessine,[define;design;draft;draught;draw;exhibit;lay out;limn;line;pencil;protract;sketch;style;trace over]
0, , 
6,moi,[ego;i;me;us]
0, , 
2,un,[a;an;one]
0, , 
49,mouton,[beetle;fly;mutton;ram;sheep;stool pigeon;tup]
0,.,.
0,"
","
"
0,"
","
"
5,Comme,[as;as though;like;like that;like this;per;since;such as]
0, , 
3,je,[i]
0, , 
4,n',[born;not]
10,avais,[get;had;have;hold;own;possess;stock]
0, , 
7,jamais,[ever;little;ne'er;never;not at all]
0, , 
53,dessiné,[define;design;draft;draught;draw;drawn;exhibit;lay out;limn;line;pencil;protract;sketch;style;trace over]
0, , 
2,un,[a;an;one]
0, , 
49,mouton,[beetle;fly;mutton;ram;sheep;stool pigeon;tup]
0, , 
3,je,[i]
0, , 
100,refis,[refed]
0,",",","
0, , 
3,pour,[for;of;to;toward;towards]
0, , 
6,lui,[he;her;him;it]
0,",",","
0, , 
2,un,[a;an;one]
0, , 
2,des,[from;of the]
0, , 
6,deux,[deuce;two]
0, , 
20,seuls,[only]
0, , 
33,dessins,[delineation;design;designing;drawing;drawings;line;pattern;picture;trace]
0, , 
7,dont,[of which;whose]
0, , 
3,j',[i]
12,étais,[is]
0, , 
21,capable,[able;capable;competent;fit]
0,.,.
0, , 
9,Celui,[he;him;that;that's why i wrote to you]
0, , 
3,du,[due;of;owing]
0, , 
84,boa,[boa;constrictor]
0, , 
30,fermé,[blocked;bounded;closed;drawn;farm;filled;impervious;locked;sealed;shut;tight]
0,.,.
0, , 
1,Et,[and]
0, , 
3,je,[i]
0, , 
71,fus,[be;exist;fus]
0, , 
85,stupéfait,[amazed]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
17,entendre,[hear;sound;understand]
0, , 
1,le,[him;it;the]
0, , 
8,petit,[child;diminutive;little;petty;quiet;remote;short;small;toy;whelp]
0, , 
46,bonhomme,[body;chap;fellow;hubby;old man]
0, , 
5,me,[me;myself]
0, , 
17,répondre,[answer;answer back;field;rejoin;reply;respond;speak;write back]
0,:,:
0,"
","
"
0,"
","
"
0,  ,  
6,Non,[no;nope;not]
0,!,!
0, , 
6,Non,[no;nope;not]
0,!,!
0, , 
3,Je,[i]
0, , 
4,ne,[born;not]
0, , 
9,veux,[choose;desire;intend;require;suggest;take;want;will;wish]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
2,un,[a;an;one]
0, , 
55,éléphant,[elephant;jumbo]
0, , 
3,dans,[aboard;along;during;in;inside;into;on;within]
0, , 
2,un,[a;an;one]
0, , 
84,boa,[boa;constrictor]
0,.,.
0, , 
2,Un,[a;an;one]
0, , 
84,boa,[boa;constrictor]
0, , 
3,c',[it;that;this]
2,est,[east;eastern;is]
0, , 
6,très,[greatly;highly;much;very]
0, , 
24,dangereux,[acute;dangerous;heavy;perilous;unsafe]
0,",",","
0, , 
1,et,[and]
0, , 
2,un,[a;an;one]
0, , 
55,éléphant,[elephant;jumbo]
0, , 
3,c',[it;that;this]
2,est,[east;eastern;is]
0, , 
6,très,[greatly;highly;much;very]
0, , 
83,encombrant,[bulky;cumbersome]
0,.,.
0, , 
7,Chez,[among;amongst;at the house of;in;to]
0, , 
6,moi,[ego;i;me;us]
0, , 
3,c',[it;that;this]
2,est,[east;eastern;is]
0, , 
5,tout,[all;all up;any;anything;entire;every;in all;most important;very;whole]
0, , 
8,petit,[child;diminutive;little;petty;quiet;remote;short;small;toy;whelp]
0,.,.
0, , 
3,J',[i]
4,ai,[get;have;hold;own;possess;stock]
0, , 
10,besoin,[need;requirement;use;want]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
2,un,[a;an;one]
0, , 
49,mouton,[beetle;fly;mutton;ram;sheep;stool pigeon;tup]
0,.,.
0, , 
50,Dessine,[define;design;draft;draught;draw;exhibit;lay out;limn;line;pencil;protract;sketch;style;trace over]
0, , 
6,moi,[ego;i;me;us]
0, , 
2,un,[a;an;one]
0, , 
49,mouton,[beetle;fly;mutton;ram;sheep;stool pigeon;tup]
0,.,.
0,"
","
"
0,"
","
"
6,Alors,[here;so;then;yet]
0, , 
3,j',[i]
4,ai,[get;have;hold;own;possess;stock]
0, , 
53,dessiné,[define;design;draft;draught;draw;drawn;exhibit;lay out;limn;line;pencil;protract;sketch;style;trace over]
0,.,.
0,"
","
"
0,"
","
"
3,Il,[he;it]
0, , 
69,regarda,[concern;gaze;gory;look;look at;looked at;see;sight;view;watch]
0, , 
56,attentivement,[careful;closely]
0,",",","
0, , 
8,puis,[then]
0,:,:
0,"
","
"
0,"
","
"
0,  ,  
6,Non,[no;nope;not]
0,!,!
0, , 
9,Celui,[he;him;that;that's why i wrote to you]
0, , 
6,là,[there;thither]
0, , 
2,est,[east;eastern;is]
0, , 
7,déjà,[already;ever;previously;yet]
0, , 
6,très,[greatly;highly;much;very]
0, , 
21,malade,[ill;inmate;invalid;madman;madwoman;mental;patient;peaky;poor;poorly;sick;sick person;sickly;stricken;sufferer;unfit;unhealthy;unwell]
0,.,.
0, , 
9,Fais,[build;cook;do;do ;draw up;go in for;handle;make;make up;perform;play;prepare;proffer;take;transact;work]
0, , 
2,en,[at;during;in;into;of;thereof;to]
0, , 
2,un,[a;an;one]
0, , 
6,autre,[alternative;another;different;else;far;new;opposite;other]
0,.,.
0,"
","
"
0,"
","
"
3,Je,[i]
0, , 
100,dessinai,[drew]
0,:,:
0,"
","
"
0,"
","
"
5,Mon,[my]
0, , 
15,ami,[boyfriend;chum;friend]
0, , 
47,sourit,[grin;smile;smiles]
0, , 
53,gentiment,[fair;gently;kindly;nicely;softly;sweet;sweetly]
0,",",","
0, , 
4,avec,[along;along with;to;together with;with]
0, , 
78,indulgence,[allowance;forgiveness;indulgence;lenience;leniency;mercy;pardon;spree]
0,:,:
0,"
","
"
0,"
","
"
0,  ,  
4,Tu,[thou;you]
0, , 
11,vois,[be able to see;behold;conceive;imagine;look;see;see ;sight;spy;take notice;vide;view;watch]
0, , 
5,bien,[all right;alright;decent;gold;good;greatly;kindly;nice;nicely;ok;okay;okey;possession;right;rightly;very;welfare;well;well-being]
0,...,...
3,ce,[it;that;this]
0, , 
4,n',[born;not]
2,est,[east;eastern;is]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0, , 
2,un,[a;an;one]
0, , 
49,mouton,[beetle;fly;mutton;ram;sheep;stool pigeon;tup]
0,",",","
0, , 
3,c',[it;that;this]
2,est,[east;eastern;is]
0, , 
2,un,[a;an;one]
0, , 
67,bélier,[battering ram;hydraulic ram;ram;ram ;tup]
0,.,.
0, , 
3,Il,[he;it]
0, , 
2,a,[at;by;in;to;upon;with]
0, , 
2,des,[from;of the]
0, , 
62,cornes,[honk;horn;horns;toot;wind]
0,...,...
0,"
","
"
0,"
","
"
3,Je,[i]
0, , 
100,refis,[refed]
0, , 
7,donc,[consequently;so;therefore;thus;whereof]
0, , 
6,encore,[again;anew;even;furthermore;over;still;yet]
0, , 
5,mon,[my]
0, , 
27,dessin,[delineation;design;design ;designing;drawing;line;pattern;picture;trace]
0,:,:
0, , 
4,Mais,[although;but;only;probably;yet]
0, , 
3,il,[he;it]
0, , 
11,fut,[barrel;bole;cask;shaft;stock;trunk;was]
0, , 
31,refusé,[bounce;decline;denied;deny;disallow;refuse;reject;repudiate;turn down]
0,",",","
0, , 
5,comme,[as;as though;like;like that;like this;per;since;such as]
0, , 
1,les,[the;them]
0, , 
38,précédents,[preceding]
0,:,:
0,"
","
"
0,"
","
"
0,  ,  
9,Celui,[he;him;that;that's why i wrote to you]
0, , 
6,là,[there;thither]
0, , 
2,est,[east;eastern;is]
0, , 
7,trop,[overly;overmuch;too;too much;unduly]
0, , 
15,vieux,[aged;aging;ancient;cogged;colonist;dodderer;doddery;gaffer;grey-haired;long in the tooth;obsolete;old;old man;olden;out-of-date;outdated;winterly;wintry]
0,.,.
0, , 
3,Je,[i]
0, , 
9,veux,[choose;desire;intend;require;suggest;take;want;will;wish]
0, , 
2,un,[a;an;one]
0, , 
49,mouton,[beetle;fly;mutton;ram;sheep;stool pigeon;tup]
0, , 
3,qui,[that;which;who;whom]
0, , 
27,vive,[long -lived;viva!]
0, , 
13,longtemps,[a long time;for a long time;long-standing;longtime]
0,.,.
0,"
","
"
0,"
","
"
6,Alors,[here;so;then;yet]
0,",",","
0, , 
17,faute,[blame;coarseness;defect;demerit;error;fault;flaw;foul;missdeed;mistake;offence;offense;wrongful act]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
37,patience,[aloe;forbearance;patience]
0,",",","
0, , 
5,comme,[as;as though;like;like that;like this;per;since;such as]
0, , 
3,j',[i]
10,avais,[get;had;have;hold;own;possess;stock]
0, , 
32,hâte,[haste;hastiness;hurry;rush]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
18,commencer,[begin;begin on;commence;get started;incept;initiate;institute;launch;lead off;open;set about;set to;start;start up;strike up;tee off]
0, , 
1,le,[him;it;the]
0, , 
87,démontage,[disassembly;dismantling]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
5,mon,[my]
0, , 
24,moteur,[engine;motive;motor;moving]
0,",",","
0, , 
3,je,[i]
0, , 
100,griffonnai,[griffonnai]
0, , 
3,ce,[it;that;this]
0, , 
27,dessin,[delineation;design;design ;designing;drawing;line;pattern;picture;trace]
0, , 
10,ci,[this]
0,.,.
0,"
","
"
0,"
","
"
1,Et,[and]
0, , 
3,je,[i]
0, , 
100,lançai,[launched]
0,:,:
0,"
","
"
0,"
","
"
0,  ,  
4,Ça,[id;it;that]
0, , 
3,c',[it;that;this]
2,est,[east;eastern;is]
0, , 
1,la,[a;her;it;la;lah;the;there]
0, , 
28,caisse,[box;case;cash desk;cash register;checkout;chest;coffer;crate;desk;fund;kitty;till;tub]
0,.,.
0, , 
1,Le,[him;it;the]
0, , 
49,mouton,[beetle;fly;mutton;ram;sheep;stool pigeon;tup]
0, , 
2,que,[how;than;that;what;whether;which;whom]
0, , 
4,tu,[thou;you]
0, , 
9,veux,[choose;desire;intend;require;suggest;take;want;will;wish]
0, , 
2,est,[east;eastern;is]
0, , 
21,dedans,[endo-;in;indoors;inside;into;within]
0,.,.
0,"
","
"
0,"
","
"
4,Mais,[although;but;only;probably;yet]
0, , 
3,je,[i]
0, , 
71,fus,[be;exist;fus]
0, , 
5,bien,[all right;alright;decent;gold;good;greatly;kindly;nice;nicely;ok;okay;okey;possession;right;rightly;very;welfare;well;well-being]
0, , 
29,surpris,[agape;startled;surprised]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
7,voir,[be able to see;behold;conceive;imagine;look;see;sight;spy;take notice;vide;view;watch]
0, , 
4,s',[herself;himself;se;themselves;as;b;if;si;so;such;that;whether]
85,illuminer,[floodlight;illuminate;light up]
0, , 
1,le,[him;it;the]
0, , 
20,visage,[face]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
5,mon,[my]
0, , 
11,jeune,[immature;junior;juvenile;lad;teenage;teenager;young;youngish;youth;youthful]
0, , 
19,juge,[beak;judge;justice]
0,:,:
0,"
","
"
0,"
","
"
0,  ,  
3,C',[it;that;this]
2,est,[east;eastern;is]
0, , 
5,tout,[all;all up;any;anything;entire;every;in all;most important;very;whole]
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
5,fait,[do;event;fact;occurrence;phenomenon;ripe]
0, , 
5,comme,[as;as though;like;like that;like this;per;since;such as]
0, , 
4,ça,[id;it;that]
0, , 
2,que,[how;than;that;what;whether;which;whom]
0, , 
3,je,[i]
0, , 
1,le,[him;it;the]
0, , 
20,voulais,[choose;desire;intend;require;suggest;take;want;wanted;will;wish]
0,!,!
0, , 
11,Crois,[believe]
0, , 
4,tu,[thou;you]
0, , 
2,qu',[how;than;that;what;whether;which;whom]
3,il,[he;it]
0, , 
44,faille,[break;fault]
0, , 
8,beaucoup,[a great deal;a great many;a lot;far;many;much;plenty;so much;widely]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
40,herbe,[grass;herb;weed]
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
3,ce,[it;that;this]
0, , 
49,mouton,[beetle;fly;mutton;ram;sheep;stool pigeon;tup]
0,?,?
0,"
","
"
0,"
","
"
0,  ,  
9,Pourquoi,[wherefore;why]
0,?,?
0,"
","
"
0,"
","
"
0,  ,  
8,Parce,[because]
0, , 
2,que,[how;than;that;what;whether;which;whom]
0, , 
7,chez,[among;amongst;at the house of;in;to]
0, , 
6,moi,[ego;i;me;us]
0, , 
3,c',[it;that;this]
2,est,[east;eastern;is]
0, , 
5,tout,[all;all up;any;anything;entire;every;in all;most important;very;whole]
0, , 
8,petit,[child;diminutive;little;petty;quiet;remote;short;small;toy;whelp]
0,...,...
0,"
","
"
0,"
","
"
0,  ,  
4,Ça,[id;it;that]
0, , 
51,suffira,[suffice;will suffice]
0, , 
24,sûrement,[certainly;doubtless;surely]
0,.,.
0, , 
3,Je,[i]
0, , 
7,t',[thee;thyself;you;yourself]
4,ai,[get;have;hold;own;possess;stock]
0, , 
12,donné,[gifted;given]
0, , 
2,un,[a;an;one]
0, , 
5,tout,[all;all up;any;anything;entire;every;in all;most important;very;whole]
0, , 
8,petit,[child;diminutive;little;petty;quiet;remote;short;small;toy;whelp]
0, , 
49,mouton,[beetle;fly;mutton;ram;sheep;stool pigeon;tup]
0,.,.
0,"
","
"
0,"
","
"
3,Il,[he;it]
0, , 
100,pencha,[bend;bow;cant;droop;heel;lean;pencha;tilt;tip up]
0, , 
1,la,[a;her;it;la;lah;the;there]
0, , 
10,tête,[bean;brain;capita;head;lead;noggin;noodle;nut;pate;top;warhead]
0, , 
9,vers,[about;across;after;around;at;line;poetry;rhyme;rime;to;toward;towards;verse]
0, , 
1,le,[him;it;the]
0, , 
27,dessin,[delineation;design;design ;designing;drawing;line;pattern;picture;trace]
0,:,:
0,"
","
"
0,"
","
"
0,  ,  
2,Pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0, , 
5,si,[as;b;if;si;so;such;that;whether]
0, , 
8,petit,[child;diminutive;little;petty;quiet;remote;short;small;toy;whelp]
0, , 
2,que,[how;than;that;what;whether;which;whom]
0, , 
4,ça,[id;it;that]
0,...,...
20,Tiens,[take]
0,!,!
0, , 
3,Il,[he;it]
0, , 
4,s',[herself;himself;se;themselves;as;b;if;si;so;such;that;whether]
2,est,[east;eastern;is]
0, , 
57,endormi,[asleep]
0,...,...
0,"
","
"
0,"
","
"
1,Et,[and]
0, , 
3,c',[it;that;this]
2,est,[east;eastern;is]
0, , 
7,ainsi,[as;so;thereby;thus]
0, , 
2,que,[how;than;that;what;whether;which;whom]
0, , 
3,je,[i]
0, , 
68,fis,[fis]
0, , 
1,la,[a;her;it;la;lah;the;there]
0, , 
21,connaissance,[acquaintance;awareness;cognition;cognizance;expertise;familiarity;information;ken;knowing;knowledge;lore;reading;science]
0, , 
3,du,[due;of;owing]
0, , 
8,petit,[child;diminutive;little;petty;quiet;remote;short;small;toy;whelp]
